"date" "month" "week" "day" "year" "FirmEnergy" "NonFirmEnergy" "ColFallsFlow" "LowerGraniteFlow" "VernitaBarFlow" "McNaryFlow" "GCRec" "DallesFlood" "IHNav" "BonnevillFlow" "ExtraSpace" "FirmEnergySales" "NonFirmSpotSales" "TotalSysEnergy"
1980-01-13 1 24 13 1980 251395.330572242 1009169.82 0 0 0 0 11.8393183221458 0 69780.6172468417 0 9524960.21203542 NA NA 2022912.03747576
1980-01-20 1 25 20 1980 29881.5310963048 1009169.82 0 0 0 0 11.8393183221458 0 61686.5763705027 0 9638660.12574705 NA NA 2244425.8369517
1980-01-27 1 26 27 1980 120570.902106197 1009169.82 0 0 0 0 11.8393183221458 0 60129.503545345 0 10077391.5898654 NA NA 2153736.4659418
1980-02-03 2 27 3 1980 164877.645887392 1021877.1 0 0 0 0 11.8393183221458 0 67753.5475820578 0 10428677.690153 NA NA 2109429.72216061
1980-02-10 2 28 10 1980 0 1020881.25811795 0 0 0 0 11.8393183221458 0 67751.2476912424 0 10762240.3083124 NA NA 2188684.55388205
1980-02-17 2 29 17 1980 0 940175.895206918 0 0 0 0 16.9818019471313 0 67284.7708602731 0 11203656.1549833 NA NA 2199499.87679308
1980-02-24 2 30 24 1980 0 661299.93917173 0 0 0 0 22.1003196441279 0 41092.5844852892 0 11694591.2643213 NA NA 2478375.83282827
1980-03-02 3 31 2 1980 0 831734.422538347 0 0 0 0 27.6131307362839 0 9470.30742510904 0 12185750.1380327 NA NA 2307941.34946165
1980-03-09 3 32 9 1980 0 682855.477259757 2068.42875280985 0 0 0 22.617937386636 0 28091.1999219988 0 11459721.0559957 NA NA 2270669.07074024
1980-03-16 3 33 16 1980 0 867530.638436404 2413.04658226751 0 0 0 21.5554871877928 0 42701.5068807649 0 10580315.4066959 NA NA 2085993.9095636
1980-03-23 3 34 23 1980 0 991764.032935553 2401.10876420665 0 0 0 21.1130524024654 0 46587.9076107994 0 9839858.26565688 NA NA 1983998.25506445
1980-03-30 3 35 30 1980 0 1074117.09697576 2391.17089855329 0 0 0 20.7284840721175 0 49978.4634476973 0 9186703.63910673 NA NA 1901645.19102424
1980-04-06 4 36 6 1980 0 1166383.06313407 2502.2087618867 0 0 0 20.2217917536664 0 56493.8393480531 0 17894097.7357286 NA NA 1739672.39686593
1980-04-13 4 37 13 1980 0 1026587.86325474 2384.48033440318 53564.0948155939 43718.3115787786 0 20.0564781665819 0 53918.2203862857 0 17826108.2508362 NA NA 1879467.59674526
1980-04-20 4 38 20 1980 0 887090.844599265 0 13827.5421956493 41759.0292802452 71556.6374317157 28.0048284977131 0 19313.4435271548 0 18468976.9486505 NA NA 2199582.87140074
1980-04-27 4 39 27 1980 0 90850.6814799588 0 0 8178.58697128507 7526.9256994235 36.619614165922 0 0 0 18593480.3626149 NA NA 2995823.03452004
1980-05-04 5 40 4 1980 0 0 0 0 0 0 44.9654564492132 0 0 0 19218476.2587116 NA NA 4094885.16566392
1980-05-11 5 41 11 1980 0 0 0 0 0 0 48 0 0 0 17482475.1968904 NA NA 4182985.01211845
1980-05-18 5 42 18 1980 0 0 0 0 0 0 42.305911597643 0 0 0 19427520.0291226 NA NA 3994350.95991185
1980-05-25 5 43 25 1980 0 1036306.77964533 0 0 55142.0801871707 60649.0740305493 33.0771992822888 0 0 0 17924549.1004817 NA NA 2313177.74835467
