"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "AMERI" "MINAD" "BOISE" "PAYHS" "OWYHE" "PELTO"
1979-12-09 12 19 9 1979 17397638.455735 5003357.49935517 736688.383574083 817000 4740955 2423590 8628571 2219460 1195082.42224246 1726794.42771428 499048 1480467 847000 1401000 135205 59960 1672590 95180 711000 610000 1050000 554670
1979-12-16 12 20 16 1979 17193973.2106518 4222242.2240224 736037.725472132 817000 4434658 2309751 8658493.50428093 2213560 1260921.28149497 1736567.90325488 499048 1470073 847000 1401000 135205 59960 1672590 95180 711000 610000 1050000 554370
1979-12-23 12 21 23 1979 16844336.2924829 4e+06 665841.168987618 817000 4205118.02534904 2195911 8685714 2207659 1301510 1734518 499048 1459680 847000 1401000 135205 59960 1672590 95180 711000 610000 1050000 551179
1979-12-30 12 22 30 1979 16482603.8418637 4e+06 585104.327849539 817000 3851311.25038632 2083480 8714286 2201758 1287675 1716865 499048 1449287 847000 1401000 135205 59960 1672590 95180 711000 610000 1050000 544946.755958141
1980-01-06 1 23 6 1980 16197996.1963773 4286759.07908024 376536.357945874 810693 3816635.13003293 2039507.24279518 7450294 2107940 1255979 1657718 499048 1438893 847000 1401000 135205 59960 1672590 95180 717987.528991581 610000 1050000 520730.928363672
1980-01-13 1 24 13 1980 15677825.2954744 4512824 358382 804386 3755413.87022772 1935712.53595132 7450294 2107940 1224283 1598571 499048 1428500 847000 1401000 135205 59960 1672590 95180 726807.09333138 610000 1050000 501603.022677737
1980-01-20 1 25 20 1980 15408758.268065 4109505 344919.11517095 779185 3719561.82226294 1873998.64116963 7450294 2107940 1192587 1539424 499048 1418107 847000 1401000 135205 59960 1672590 95180 756534.108400522 610000 1050000 538415
1980-01-27 1 26 27 1980 15133837.077199 3706187 322165.60166299 741641 3681613.98703811 1805847.94455737 7450294 2104694.28306788 1240365.62739971 1480277 546284.834589404 1407713 847000 1401000 135205 59960 1672590 95180 768584.089889825 610000 1050000 535225
1980-02-03 2 27 3 1980 14842809.470099 3302868 291995.218037286 704096 3641405.36693986 1729606.58543769 7450294 2098308.53239122 1203480.62277927 1421130 558869.449410852 1397320 847000 1401000 135205 59960 1672590 95180 780930.404474601 610000 1050000 532034
1980-02-10 2 28 10 1980 14567533.1107122 3156545.327563 259462.903570706 670000 3596715.40213643 1672929.77577335 7091088 2096309.8509558 1171727.62355625 1297560 579265.911896796 1386927 847000 1401000 135205 59960 1672590 95180 795923.932488441 609781.592625286 1050000 528843
1980-02-17 2 29 17 1980 14306555.7249693 2970170.22488587 224909.871561328 626375 3546372.96592266 1629950.17036346 6731882 2090712.26277175 1139314.28724207 1173990 583658.796850332 1376533 847000 1401000 135205 59960 1672590 95180 812736.737914475 609719.197973591 1050000 525652
