"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN"
2000-08-27 8 4 27 2000 20073116 7321562 1423330 711282 5473533 2783192 8270445 2553422 1392402 1792000 1540000
2000-09-03 9 5 3 2000 20071231 7315823 1421759 711282 5374567 2747154 8130952 2439100 1392402 1792000 1540000
2000-09-10 9 6 10 2000 20040487 7239906 1410701 737712 5275600 2711115 8239435 2387014 1381394 1792000 1482126
2000-09-17 9 7 17 2000 20009744 7163989 1399644 764141 5176633 2675077 8347918 2334849 1358200 1792000 1424251
2000-09-24 9 8 24 2000 19979000 7088071 1388586 790571 5077667 2639038 8456401 2282683 1327300 1792000 1366377
2000-10-01 10 9 1 2000 19948256 7012154 1377528 817000 4978700 2603000 8564884 2230518 1296400 1792000 1308502
2000-10-08 10 10 8 2000 19891132 6937496 1361264 817000 5647133 2735008 8673368 2230875 1286140 1792000 1199292
2000-10-15 10 11 15 2000 19834008 6862838 1344999 817000 5654353 2743789 8781851 2231232 1275880 1792000 1090082
2000-10-22 10 12 22 2000 19776885 6788181 1328735 817000 5661572 2752570 8890334 2231589 1265620 1792000 980873
2000-10-29 10 13 29 2000 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 1255360 1792000 871663
2000-11-05 11 14 5 2000 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 1245100 1792000 762453
2000-11-12 11 15 12 2000 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 1263538 1790869 696602
2000-11-19 11 16 19 2000 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 1281975 1789739 630751
2000-11-26 11 17 26 2000 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1300413 1788608 564899
2000-12-03 12 18 3 2000 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1318850 1787477 499048
2000-12-10 12 19 10 2000 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1329179 1769824 499048
2000-12-17 12 20 17 2000 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1315344 1752171 499048
2000-12-24 12 21 24 2000 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
2000-12-31 12 22 31 2000 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
2001-01-07 1 23 7 2001 16948116.7598121 4916142 576244.513597246 810693 3989400 2087089 7450294 2107940 1255979 1657718 499048
2001-01-14 1 24 14 2001 16928998.612565 4512824 580321.169164604 804386 4109400 2090699 7450294 2107940 1224283 1598571 499048
2001-01-21 1 25 21 2001 16909291.1112957 4109505 583382.38544572 779185 4229400 2094309 7450294 2107940 1192587 1539424 499048
2001-01-28 1 26 28 2001 16699572 3706187 585724.981337134 741641 4209593 2097919 7450294 2107940 1160891 1480277 499048
2001-02-04 2 27 4 2001 16410739 3302868 561727 704096 4189501 2101529 7450294 2107940 1129195 1421130 499048
2001-02-11 2 28 11 2001 16085400 2917403.94262872 515611 670000 4163666 2106438 7185292 2102386 1117691 1297560 499048
2001-02-18 2 29 18 2001 15981813 3044880.34467452 469496 626375 4137831 2111347 7594863 2096833 1106187 1173990 499048
2001-02-25 2 30 25 2001 15955681 3092131.18334182 432603 582750 4111996 2116256 8062550 2091279 1094683 1050419 499048
2001-03-04 3 31 4 2001 15929549 3145873.9378388 437165 539125 4086162 2121165 8390604 2085725 1083179 926849 499048
2001-03-11 3 32 11 2001 15932921 3057416.4781256 444157 495500 4060129 2133463 8465378 2096634 1057047 838337 499048
2001-03-18 3 33 18 2001 15936293 3007388.30617817 451148 413175 4034096 2145760 8497112 2107543 1030915 749825 499048
2001-03-25 3 34 25 2001 15939665 3009194.86924424 458140 330850 4008063 2158058 8522897 2118452 1004782 661312 499048
2001-04-01 4 35 1 2001 15943036 2997824.67361117 465132 248525 3982030 2170356 8509863 2164739.92208623 978650 572800 499048
2001-04-08 4 36 8 2001 15902772 3038236.59301825 477231 166200 3945286 2179053.40040736 8529202 2199359.61102719 998683 572800 499048
2001-04-15 4 37 15 2001 15862508 3109562.92523748 489330 191341 3908542 2171093.75493104 8548541 2243411 1018716 572800 499048
2001-04-22 4 38 22 2001 15860326 3195659.34408962 501330 216482 3906360 2170258.49855463 8540508 2287929.45438745 1041129 592932 630751
2001-04-29 4 39 29 2001 15858144 3491121.20114703 513330 241624 3904178 2256472.4628495 8532475 2401647.42173475 1063542 613064 762453
2001-05-06 5 40 6 2001 15937562 3953640.05306801 558474 266765 4078605 2383016.32107191 5129300 2594825.32744022 1100514 774122 797600
2001-05-13 5 41 13 2001 16016980 4323376.96307863 603618 283646 4253031 2501882.4429497 5129300 2741309.05083461 1137486 935180 832747
2001-05-20 5 42 20 2001 16096398 4851501 648761 283646 4427457 2674017.76258204 5781373.58077555 2966799.12774451 1174458 1096237 867894
2001-05-27 5 43 27 2001 16175816 5268307 693905 283646 4601884 2797383.05777421 7036776.83368118 3092902.47291238 1211430 1257295 903041
2001-06-03 6 44 3 2001 16255235 5685114 739049 283646 4776310 2930386.37717086 9031317 3192327.11622638 1248402 1418353 938188
2001-06-10 6 45 10 2001 16999135 6059766 828751 390555 5004707 2992380 9050338 3325624.79701958 1287873 1511765 1088641
2001-06-17 6 46 17 2001 17743035 6434419 918454 417612 5233103 3018735 9069359 3393226 1327344 1605177 1239094
2001-06-24 6 47 24 2001 18486935 6809071 1008156 442753 5461500 3045090 9088379 3430613 1366815 1698588 1389547
2001-07-01 7 48 1 2001 19230835 6816760.16412325 1097859 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
2001-07-08 7 49 8 2001 19441877 7132674.83523276 1179619 493035 5752127 3035462 9107400 3353678 1420000 1792000 1540000
2001-07-15 7 50 15 2001 19652918 7255512 1261379 518176 5869400 2999423 9107400 3239356 1420000 1792000 1540000
2001-07-22 7 51 22 2001 19863959 7291406 1343140 543318 5869400 2963385 8967907 3125033 1420000 1792000 1540000
2001-07-29 7 52 29 2001 20075000 7327300 1424900 568459 5869400 2927346 8828415 3010711 1420000 1792000 1540000
2001-08-05 8 1 5 2001 19553612 7116541 1347699 593600 5770433 2979346 8688922 2896389 1392402 1792000 1540000
2001-08-12 8 2 12 2001 19814306 7221921 1386299 638280 5671467 2960915 8549430 2782067 1392402 1792000 1540000
2001-08-19 8 3 19 2001 20075000 7327300 1424900 682960 5572500 2942485 8409937 2667744 1392402 1792000 1540000
2001-08-26 8 4 26 2001 20073116 7321562 1423330 711282 5473533 2924054 8270445 2553422 1392402 1792000 1540000
2001-09-02 9 5 2 2001 20071231 7315823 1421759 711282 5374567 2905623 8130952 2439100 1392402 1792000 1540000
2001-09-09 9 6 9 2001 20040487 7239906 1410701 737712 5275600 2887192 8239435 2387014 1381394 1792000 1482126
2001-09-16 9 7 16 2001 20009744 7163989 1399644 764141 5176633 2868762 8347918 2334849 1358200 1792000 1424251
2001-09-23 9 8 23 2001 19979000 7088071 1388586 790571 5077667 2801321 8456401 2282683 1327300 1792000 1366377
2001-09-30 9 9 30 2001 19948256 7012154 1377528 817000 5414900 2726227 8564884 2230518 1296400 1792000 1308502
2001-10-07 10 10 7 2001 19891132 6937496 1361264 817000 5647133 2735008 8673368 2230875 1286140 1792000 1199292
2001-10-14 10 11 14 2001 19834008 6862838 1344999 817000 5654353 2743789 8781851 2231232 1275880 1792000 1090082
2001-10-21 10 12 21 2001 19776885 6788181 1328735 817000 5661572 2752570 8890334 2231589 1265620 1792000 980873
2001-10-28 10 13 28 2001 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 1255360 1792000 871663
2001-11-04 11 14 4 2001 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 1245100 1792000 762453
2001-11-11 11 15 11 2001 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 1263538 1790869 696602
2001-11-18 11 16 18 2001 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 1281975 1789739 630751
2001-11-25 11 17 25 2001 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1300413 1788608 564899
2001-12-02 12 18 2 2001 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1318850 1787477 499048
2001-12-09 12 19 9 2001 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1329179 1769824 499048
2001-12-16 12 20 16 2001 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1315344 1752171 499048
2001-12-23 12 21 23 2001 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
2001-12-30 12 22 30 2001 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
2002-01-06 1 23 6 2002 14631079.0884225 4916142 347021.943004426 810693 3918753.22402804 2054953.77131117 7450294 2107940 1255979 1657718 499048
2002-01-13 1 24 13 2002 14591627.5581526 4512824 349023.546111978 804386 3968106.44805607 2036740.65630421 7450294 2107940 1224283 1598571 499048
2002-01-20 1 25 20 2002 14549530.6017683 4109505 344043.580745306 779185 4017459.67208411 2008571.03076845 7450294 2107940 1192587 1539424 499048
2002-01-27 1 26 27 2002 14506720.5340848 3706187 338020.824767855 741641 4066812.89611215 1978895.59316285 7450294 2107940 1160891 1480277 499048
2002-02-03 2 27 3 2002 14461522.8674934 3302868 332271.479064037 704096 4116166.12014018 1949110.91897623 7450294 2107940 1129195 1421130 499048
2002-02-10 2 28 10 2002 14436408.1911735 1805952.4710596 333745.703812679 670000 4149934.76766647 1924415.30112866 7091088 2102386 1117691 1297560 499048
2002-02-17 2 29 17 2002 14411170.3228765 1828862.26677788 333552.648470269 626375 4137831 1899052.74220037 6731882 2096833 1106187 1173990 499048
2002-02-24 2 30 24 2002 14385986.0536421 1853604.46924458 335516.67439117 582750 4111996 1876251.62075864 7017198.12814309 2003000 1094683 1050419 499048
2002-03-03 3 31 3 2002 14362703.1909968 1877421.15632455 329982.260844072 539125 4086162 1858642.77458808 7345252.12814309 1898000 1083179 926849 499048
2002-03-10 3 32 10 2002 14289932.3344715 1825711.70645786 322974.658841228 495500 4060129 1853233.72922268 7420026.12814309 1856629.80018402 1057047 838337 499048
2002-03-17 3 33 17 2002 14217372.6247811 1785272.07038567 314461.534025633 413175 4030151.17367645 1847025.38795275 7451760.12814309 1815259.60036804 1030915 749825 499048
2002-03-24 3 34 24 2002 14144451.9319322 1732704.92164527 300794.455478656 330850 3907101.7014332 1840066.78428504 7477545.12814309 1773889.40055205 1004782 661312 499048
2002-03-31 3 35 31 2002 14073244.2650341 1695874.0410984 295367.325586801 248525 3805406.29780751 1832910.86762731 7514237.12814309 1732519.20073607 978650 572800 499048
2002-04-07 4 36 7 2002 14070600.1434695 1690523.21252692 293145.224084288 166200 3769363.8069987 1825740.18077879 7524948.12814309 1745302.46558104 998683 572800 499048
2002-04-14 4 37 14 2002 14081892.7226868 1747181.26001043 306544.803349527 191341 3773956.3831718 1850704.63057554 6953039.56867136 1758085.73042602 1018716 572800 499048
2002-04-21 4 38 21 2002 14116350.3015764 1934825.9163626 328773.478021803 216482 3838079.40194361 1928477.3962934 6381131.00919962 1848106 1041129 592932 630751
2002-04-28 4 39 28 2002 14146566.4460868 2050028.83528922 337648.810915986 241624 3874246.3098004 1964969.63522201 5809222.44972789 1452800 1063542 613064 762453
2002-05-05 5 40 5 2002 14279313.7250659 2387597.58080104 367724.347824257 266765 3997992.05689173 2011115.03389115 5129300 1452800 1100514 774122 797600
2002-05-12 5 41 12 2002 14366607.7572113 2579173.72740327 377999.757545582 283646 4076134.86154918 2042499.11836437 5129300 1465210.43102517 1137486 935180 832747
2002-05-19 5 42 19 2002 14602558.5108597 2824582.75408651 414649.088490171 283646 4268698.05544556 2133631.16197313 5258163 1673576.55962782 1174458 1096237 867894
2002-05-26 5 43 26 2002 15023425.8412307 3423587.27871643 558380.301321445 283646 4601884 2380533.28583359 5426758 2106821.89246292 1211430 1257295 903041
2002-06-02 6 44 2 2002 15469905.6316561 4129627.0493133 675862.971650062 283646 4776310 2653710.17924802 6556366.20275178 2506132.47176737 1248402 1418353 938188
2002-06-09 6 45 9 2002 15863276.2382067 4721025.85245796 745703.952905559 390555 5004707 2821787.82032566 7925369.35918795 2863760.4896089 1287873 1511765 1088641
2002-06-16 6 46 16 2002 16297193.6504191 5135557.34595637 841984.465732579 417612 5233103 2978365.93854698 8416881.861272 3094954.36680228 1327344 1605177 1239094
2002-06-23 6 47 23 2002 17124189.3472106 5885309.73836418 988905.37490773 442753 5461500 3040925.73071391 9081933.26201946 3313111.45482631 1366815 1698588 1389547
2002-06-30 6 48 30 2002 18330360.0915052 6286803.37016614 1097859 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
2002-07-07 7 49 7 2002 19057327.8839718 6922234.04512837 1179619 493035 5752127 3053069 9107400 3353678 1420000 1792000 1540000
2002-07-14 7 50 14 2002 19505313.128122 6976942.25396138 1261379 518176 5869400 3034638 9107400 3239356 1420000 1792000 1540000
2002-07-21 7 51 21 2002 19863959 7291406 1343140 543318 5869400 3016208 8967907 3125033 1420000 1792000 1540000
2002-07-28 7 52 28 2002 20075000 7327300 1424900 568459 5869400 2997777 8828415 3010711 1420000 1792000 1540000
2002-08-04 8 1 4 2002 19553612 7116541 1347699 593600 5770433 2891308 8688922 2896389 1392402 1792000 1540000
2002-08-11 8 2 11 2002 19814306 7221921 1386299 638280 5671467 2855269 8549430 2782067 1392402 1792000 1540000
2002-08-18 8 3 18 2002 20075000 7327300 1424900 682960 5572500 2819231 8409937 2667744 1392402 1792000 1540000
2002-08-25 8 4 25 2002 20073116 7321562 1423330 711282 5473533 2783192 8270445 2553422 1392402 1792000 1540000
2002-09-01 9 5 1 2002 20071231 7315823 1421759 711282 5374567 2747154 8130952 2439100 1392402 1792000 1540000
2002-09-08 9 6 8 2002 20040487 7239906 1410701 737712 5275600 2711115 8239435 2387014 1381394 1792000 1482126
2002-09-15 9 7 15 2002 20009744 7163989 1399644 764141 5176633 2675077 8347918 2334849 1358200 1792000 1424251
2002-09-22 9 8 22 2002 19979000 7088071 1388586 790571 5077667 2639038 8456401 2282683 1327300 1792000 1366377
2002-09-29 9 9 29 2002 19948256 7012154 1377528 817000 5414900 2603000 8564884 2230518 1296400 1792000 1308502
2002-10-06 10 10 6 2002 19891132 6937496 1361264 817000 5647133 2735008 8673368 2230875 1286140 1792000 1199292
2002-10-13 10 11 13 2002 19834008 6862838 1344999 817000 5654353 2743789 8781851 2231232 1275880 1792000 1090082
2002-10-20 10 12 20 2002 19776885 6788181 1328735 817000 5661572 2752570 8890334 2231589 1265620 1792000 980873
2002-10-27 10 13 27 2002 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 1255360 1792000 871663
2002-11-03 11 14 3 2002 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 1245100 1792000 762453
2002-11-10 11 15 10 2002 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 1263538 1790869 696602
2002-11-17 11 16 17 2002 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 1281975 1789739 630751
2002-11-24 11 17 24 2002 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1300413 1788608 564899
2002-12-01 12 18 1 2002 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1318850 1787477 499048
2002-12-08 12 19 8 2002 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1329179 1769824 499048
2002-12-15 12 20 15 2002 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1315344 1752171 499048
2002-12-22 12 21 22 2002 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
2002-12-29 12 22 29 2002 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
2003-01-05 1 23 5 2003 15608555.9009614 4916142 453265.906982015 810693 3989400 1961407.25455594 7450294 2107940 1255979 1657718 499048
2003-01-12 1 24 12 2003 15581335.0333131 4512824 454785.887065552 804386 4109400 1938973.63575248 7450294 2107940 1224283 1598571 499048
2003-01-19 1 25 19 2003 15553293.7942291 4109505 455620.492478571 779185 4229400 1915074.32843667 7450294 2107940 1192587 1539424 499048
2003-01-26 1 26 26 2003 15524904.9416489 3706187 455700.943324149 741641 4209593 1890469.55616998 7450294 2107940 1160891 1480277 499048
2003-02-02 2 27 2 2003 15493968.2198805 3302868 454854.69308371 704096 4189501 1875844.81213988 7450294 2107940 1129195 1421130 499048
2003-02-09 2 28 9 2003 15478076.6861203 1984854.16176037 457552.416335018 670000 4163666 1866855.47885702 7185292 2102386 1117691 1297560 499048
2003-02-16 2 29 16 2003 15461657.6629576 2003390.03922045 459767.473484215 626375 4137831 1852365.39057716 7594863 2096833 1106187 1173990 499048
2003-02-23 2 30 23 2003 15445330.3843075 2030079.29587488 432603 582750 4111996 1837483.274289 8062550 2091279 1094683 1050419 499048
2003-03-02 3 31 2 2003 15432585.7258912 2053619.78297926 437165 539125 4086162 1819682.07495842 8390604 2085725 1083179 926849 499048
2003-03-09 3 32 9 2003 15378270.013612 2010572.97801721 440809.75263873 495500 4060129 1812801.89338755 8465378 2096634 1057047 838337 499048
2003-03-16 3 33 16 2003 15326816.5590324 2007186.80346556 440809.75263873 413175 4034096 1843337.00653298 8497112 2107543 1030915 749825 499048
2003-03-23 3 34 23 2003 15285870.854271 2068092.87353292 440809.75263873 330850 4008063 1888052.30151695 8522897 2118452 1004782 661312 499048
2003-03-30 3 35 30 2003 15238439.3170516 2109357.09218214 440809.75263873 248525 3943763.01701452 1910305.14628788 8509863 2129361 978650 572800 499048
2003-04-06 4 36 6 2003 15265645.2502285 2180230.10004899 454010.247188911 166200 3945286 1970593.8948946 8529202 2186386 998683 572800 499048
2003-04-13 4 37 13 2003 15296210.0402244 2213707.99609747 461265.671922582 191341 3908542 2011250.265771 8548541 2243411 1018716 572800 499048
2003-04-20 4 38 20 2003 15349649.7721264 2383579.23662566 474054.644532256 216482 3906360 2139348.96926989 8540508 2390432.20725854 1041129 592932 630751
2003-04-27 4 39 27 2003 15456170.1687545 2651217.79465851 513330 241624 3904178 2279817.38407363 8532475 2580159.69100847 1063542 613064 762453
2003-05-04 5 40 4 2003 15617500.8679317 3106266.85193525 558474 266765 4078605 2364490.08300071 7026838.10960415 2731531.26899121 1100514 774122 797600
2003-05-11 5 41 11 2003 15743444.912007 3434498.07541008 592850.328049677 283646 4253031 2486362.37261405 7382683.51383514 2850930.66438843 1137486 935180 832747
2003-05-18 5 42 18 2003 15909960.8499963 3811494.3048774 630541.863391334 283646 4427457 2604840.81832162 7437401.33118812 2980559.52095868 1174458 1096237 867894
2003-05-25 5 43 25 2003 16055224.4052751 4077702.03532848 676095.96993578 283646 4601884 2694410.74138858 7735494.29670046 3074916.23259815 1211430 1257295 903041
2003-06-01 6 44 1 2003 16255235 5431761.00331558 739049 283646 4776310 2944050.25222558 8078584.98151941 3233620.12067483 1248402 1418353 938188
2003-06-08 6 45 8 2003 16999135 5610666.68995163 828751 390555 5004707 2992380 8954648.28729967 3347291.74795319 1287873 1511765 1088641
2003-06-15 6 46 15 2003 17743035 6047321.25501758 918454 417612 5233103 3018735 9069359 3393226 1327344 1605177 1239094
2003-06-22 6 47 22 2003 18434444.5595566 6544784.91430585 1008156 442753 5461500 3045090 9088379 3430613 1366815 1698588 1389547
2003-06-29 6 48 29 2003 18959936.462596 6982481.90550912 1097859 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
2003-07-06 7 49 6 2003 19441877 7198399.01048026 1179619 493035 5752127 3035462 9107400 3353678 1420000 1792000 1540000
2003-07-13 7 50 13 2003 19652918 7255512 1261379 518176 5869400 2999423 9107400 3239356 1420000 1792000 1540000
2003-07-20 7 51 20 2003 19863959 7291406 1343140 543318 5869400 2963385 8967907 3125033 1420000 1792000 1540000
2003-07-27 7 52 27 2003 20075000 7327300 1424900 568459 5869400 2927346 8828415 3010711 1420000 1792000 1540000
2003-08-03 8 1 3 2003 19553612 7116541 1347699 593600 5770433 2891308 8688922 2896389 1392402 1792000 1540000
2003-08-10 8 2 10 2003 19814306 7221921 1386299 638280 5671467 2855269 8549430 2782067 1392402 1792000 1540000
2003-08-17 8 3 17 2003 20075000 7327300 1424900 682960 5572500 2819231 8409937 2667744 1392402 1792000 1540000
2003-08-24 8 4 24 2003 20073116 7321562 1423330 711282 5473533 2783192 8270445 2553422 1392402 1792000 1540000
2003-08-31 8 5 31 2003 20071231 7315823 1421759 711282 5374567 2747154 8130952 2439100 1392402 1792000 1540000
2003-09-07 9 6 7 2003 20040487 7239906 1410701 737712 5275600 2711115 8239435 2387014 1381394 1792000 1482126
2003-09-14 9 7 14 2003 20009744 7163989 1399644 764141 5176633 2675077 8347918 2334849 1358200 1792000 1424251
2003-09-21 9 8 21 2003 19979000 7088071 1388586 790571 5077667 2639038 8456401 2282683 1327300 1792000 1366377
2003-09-28 9 9 28 2003 19948256 7012154 1377528 817000 4978700 2603000 8564884 2230518 1296400 1792000 1308502
2003-10-05 10 10 5 2003 19891132 6937496 1361264 817000 5647133 2735008 8673368 2230875 1286140 1792000 1199292
2003-10-12 10 11 12 2003 19834008 6862838 1344999 817000 5654353 2743789 8781851 2231232 1275880 1792000 1090082
2003-10-19 10 12 19 2003 19776885 6788181 1328735 817000 5661572 2752570 8890334 2231589 1265620 1792000 980873
2003-10-26 10 13 26 2003 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 1255360 1792000 871663
2003-11-02 11 14 2 2003 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 1245100 1792000 762453
2003-11-09 11 15 9 2003 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 1263538 1790869 696602
2003-11-16 11 16 16 2003 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 1281975 1789739 630751
2003-11-23 11 17 23 2003 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1300413 1788608 564899
2003-11-30 11 18 30 2003 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1318850 1787477 499048
2003-12-07 12 19 7 2003 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1329179 1769824 499048
2003-12-14 12 20 14 2003 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1315344 1752171 499048
2003-12-21 12 21 21 2003 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
2003-12-28 12 22 28 2003 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
2004-01-04 1 23 4 2004 16054148.7235555 4916142 473403.250255654 810693 3989400 2087089 7450294 2107940 1255979 1657718 499048
2004-01-11 1 24 11 2004 16012132.420953 4512824 471393.528098208 804386 4109400 2090699 7450294 2107940 1224283 1598571 499048
2004-01-18 1 25 18 2004 15970188.3263915 4109505 468715.995090334 779185 4229400 2094309 7450294 2107940 1192587 1539424 499048
2004-01-25 1 26 25 2004 15928152.8098036 3706187 464927.901527377 741641 4209593 2097919 7450294 2107940 1160891 1480277 499048
2004-02-01 2 27 1 2004 15885805.4939215 3302868 460603.985252174 704096 4189501 2101529 7450294 2107940 1129195 1421130 499048
2004-02-08 2 28 8 2004 15866469.8383033 1082274 463341.46184817 670000 4163666 2075171.16645879 7157903.40702116 2102386 1117691 1297560 499048
2004-02-15 2 29 15 2004 15847023.3042348 915366 464902.026581495 626375 4137831 2047520.86617252 7567474.40702116 2096833 1106187 1173990 499048
2004-02-22 2 30 22 2004 15827488.4990985 748457 421848.415449498 582750 4111996 2021783.11216873 8035161.40702116 2091279 1094683 1050419 499048
2004-02-29 2 31 29 2004 15807922.5797199 713595.129305191 346467.467380685 539125 4086162 1996221.99599695 8363215.40702116 2085725 1083179 926849 499048
2004-03-07 3 32 7 2004 15739431.5763915 669685.010924854 344827.808260262 495500 4060129 1981933.26489025 8437989.40702116 2096634 1057047 838337 499048
2004-03-14 3 33 14 2004 15672751.4198695 662687.756720515 343188.14913984 413175 4034096 1991618.77137268 8469723.40702116 2107543 1030915 749825 499048
2004-03-21 3 34 21 2004 15607535.4535818 672480.062944204 343188.14913984 330850 4008063 1996662.29578948 8495508.40702116 2118452 1004782 661312 499048
2004-03-28 3 35 28 2004 15543886.3093092 697964.685325234 343188.14913984 248525 3982030 2042431.55757037 8509863 2129361 978650 572800 499048
2004-04-04 4 36 4 2004 15560669.3227755 756990.990178294 436316.967835505 166200 3945286 2089062.19876554 8529202 2186386 998683 572800 499048
2004-04-11 4 37 11 2004 15641240.9981309 899890.918794243 462130.576054259 191341 3908542 2186245.54607848 8515522.81404231 2243411 1018716 572800 499048
2004-04-18 4 38 18 2004 15763464.6416885 1246608.88611644 499661.128377491 216482 3906360 2275033 8488134.22106346 1987821.71075441 1041129 592932 630751
2004-04-25 4 39 25 2004 15840031.9947712 1482851.37729075 513330 241624 3904178 2315645 8460745.62808462 2123125.34443776 1063542 613064 762453
2004-05-02 5 40 2 2004 15937562 1861055.25762855 558474 266765 4078605 2445721 6792615.24211494 2278376.17888069 1100514 774122 797600
2004-05-09 5 41 9 2004 16016980 2737261.11733979 603618 283646 4253031 2575796 7579910.87955935 2452605.78381106 1137486 935180 832747
2004-05-16 5 42 16 2004 16096398 3530612.76787082 648761 283646 4427457 2705872 8341327.92670581 2606889.05447932 1174458 1096237 867894
2004-05-23 5 43 23 2004 16175816 4398643.91345936 693905 283646 4601884 2835948 8395187.69325105 2755157.8980974 1211430 1257295 903041
2004-05-30 5 44 30 2004 16255235 5544933.26953513 739049 283646 4776310 2966024 9031317 2974787.35444315 1248402 1418353 938188
2004-06-06 6 45 6 2004 16999135 5312421.81213973 828751 390555 5004707 2992380 9050338 3201251.86113876 1287873 1511765 1088641
2004-06-13 6 46 13 2004 17729784.8775615 5381894.33835352 918454 417612 5233103 3018735 9069359 3345808.51978026 1327344 1605177 1239094
2004-06-20 6 47 20 2004 18009312.2632719 5788578.49964957 1008156 442753 5461500 3045090 9088379 3421311.04317113 1366815 1698588 1389547
2004-06-27 6 48 27 2004 18607731.8622089 6017682.58535918 1097859 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
2004-07-04 7 49 4 2004 19221071.2216486 6549649.76941011 1179619 493035 5752127 3035462 9107400 3353678 1420000 1792000 1540000
2004-07-11 7 50 11 2004 19652918 7044191.25975567 1261379 518176 5869400 2999423 9107400 3239356 1420000 1792000 1540000
2004-07-18 7 51 18 2004 19863959 7291406 1343140 543318 5869400 2963385 8967907 3125033 1420000 1792000 1540000
2004-07-25 7 52 25 2004 20075000 7327300 1424900 568459 5869400 2927346 8828415 3010711 1420000 1792000 1540000
2004-08-01 8 1 1 2004 19553612 7116541 1347699 593600 5770433 2900127.65146814 8688922 2896389 1392402 1792000 1540000
2004-08-08 8 2 8 2004 19814306 7221921 1386299 638280 5671467 2865852.62183379 8549430 2782067 1392402 1792000 1540000
2004-08-15 8 3 15 2004 20075000 7327300 1424900 682960 5572500 2831578.59219943 8409937 2667744 1392402 1792000 1540000
2004-08-22 8 4 22 2004 20073116 7321562 1423330 711282 5473533 2797303.56256508 8270445 2553422 1392402 1792000 1540000
2004-08-29 8 5 29 2004 20071231 7315823 1421759 711282 5374567 2763029.43275068 8130952 2439100 1392402 1792000 1540000
2004-09-05 9 6 5 2004 20040487 7239906 1410701 737712 5275600 2728754.40311633 8239435 2387014 1381394 1792000 1482126
2004-09-12 9 7 12 2004 20009744 7163989 1399644 764141 5176633 2694480.37348197 8347918 2334849 1358200 1792000 1424251
2004-09-19 9 8 19 2004 19979000 7088071 1388586 790571 5077667 2660205.34384762 8456401 2282683 1327300 1792000 1366377
2004-09-26 9 9 26 2004 19948256 7012154 1377528 817000 5414900 2625931.21403322 8564884 2230518 1296400 1792000 1308502
